title, author, rating, format, price, year
Louisiana Longshot (A Miss Fortune Mystery~ Book 1),Jana DeLeon,4.6 out of 5 stars, ,0.00,2013
Cause to Kill (An Avery Black Mystery—Book 1),Blake Pierce,4.3 out of 5 stars, ,0.00,2016
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Deep is the Chesapeake (A Bergeron Mystery),M.G. Lewis,5.0 out of 5 stars, ,0.00,2018
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Lights! Camera! Puzzles!: A Puzzle Lady Mystery (Puzzle Lady Mysteries),Parnell Hall,3.0 out of 5 stars, ,12.99,2019
The Dead and the Missing (Adam Park Thriller Book 1),A. D. Davies,4.0 out of 5 stars, ,0.00,2015
An Artless Demise (A Lady Darby Mystery),Anna Lee Huber,4.9 out of 5 stars, ,12.64,2019
Buried Secrets: A gripping thriller you won’t be able to put down,,4.2 out of 5 stars, ,9.99,2017
Footprints in the Frosting (Holly Hart Cozy Mystery Series Book 1),Laura Pauling,4.3 out of 5 stars, ,0.00,2015
Cliffhanger (The Belinda & Bennett Mysteries~ Book One),Amy Saunders,4.0 out of 5 stars, ,0.00,2012
Bakeries and Bones (A Westford Bay B&B Cozy Mystery - Book Zero),Nic Roberts,4.2 out of 5 stars, ,0.00,2017
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
Her Final Breath Boxset: A Riveting Mystery Series,J.S Donovan,3.7 out of 5 stars, ,0.00,2019
Sweets and a Stabbing (The Pink Cupcake Mysteries Book 1),Harper Lin,4.6 out of 5 stars, ,0.00,2016
Big Numbers (Austin Carr Mystery Book 1),Jack Getze,4.2 out of 5 stars, ,0.00,2013
Three Seconds To Rush (Piper Anderson Legacy Mystery Book 1),Danielle Stewart,4.3 out of 5 stars, ,0.00,2016
Cliffhanger (The Belinda & Bennett Mysteries~ Book One),Amy Saunders,4.0 out of 5 stars, ,0.00,2012
Bakeries and Bones (A Westford Bay B&B Cozy Mystery - Book Zero),Nic Roberts,4.2 out of 5 stars, ,0.00,2017
Retribution: A Psychic Detective Kate Pierce Crime Thriller Book 1 (Psychic Detective Kate Pierce Crime Thriller Series),C.M. Sutter,4.5 out of 5 stars, ,0.00,2018
The Sleeping Girls: A Riveting Mystery,James Hunt,4.4 out of 5 stars, ,0.00,2019
Murder in the Art Gallery: A Pet Portraits Cozy Mystery (Book 1),Sandi Scott,4.4 out of 5 stars, ,0.00,2017
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
Deadly Gamble: A Girl and Her Dog Cozy Mystery (Charlie Parker Mystery Book 1),Connie Shelton,4.2 out of 5 stars, ,0.00,2009
Gone The Next (Roy Ballard Mysteries Book 1),Ben Rehder,4.5 out of 5 stars, ,0.00,2012
All Good Deeds: a gritty psychological thriller (The Lucy Kendall Series Book 1),Stacy Green,4.4 out of 5 stars, ,0.00,2014
Color Me Crazy: A Cozy Mystery (An Annie Addison Cozy Mystery Book 1),Molly Dox,3.9 out of 5 stars, ,0.00,2014
Arsenic in the Azaleas (Lovely Lethal Gardens Book 1),Dale Mayer,4.3 out of 5 stars, ,0.00,2019
Barbecue~ Bourbon and Bullets: A HoneyBun Shop Mystery (HoneyBun Shop Mysteries Book 2),M.E. Harmon,4.1 out of 5 stars, ,0.00,2015
Blood and Justice: A Private Investigator Serial Killer Mystery (A Jake & Annie Lincoln Thriller Book 1),Rayven T. Hill,4.2 out of 5 stars, ,0.00,2014
Death of a Cantankerous Old Coot (Lizzie Crenshaw Mysteries Book 1),Teresa Watson,4.3 out of 5 stars, ,0.00,2011
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
Her Final Breath Boxset: A Riveting Mystery Series,J.S Donovan,3.7 out of 5 stars, ,0.00,2019
A Killer Thriller Collection - Eight The Hard Way (Mystery Thriller Suspense),Nick Stephenson,3.8 out of 5 stars, ,0.00,2013
FORGET ME NOT - MARK KANE MYSTERIES - BOOK ONE: A Private Investigator Clean Mystery & Suspense Series. Murder mysteries with more Twists and Turns than a Roller Coaster.,John Hemmings,4.3 out of 5 stars, ,0.00,2015
Cream Puff Murder: A Seagrass Sweets Cozy Mystery (Book 1),Sandi Scott,4.4 out of 5 stars, ,0.00,2016
Footprints in the Frosting (Holly Hart Cozy Mystery Series Book 1),Laura Pauling,4.3 out of 5 stars, ,0.00,2015
Maggie for Hire (Maggie MacKay Magical Tracker Book 1),Kate Danley,4.3 out of 5 stars, ,0.00,2013
The State of Grace (A Gillian Jones Mystery Book 3),Lois Lewandowski,5.0 out of 5 stars, ,0.00,2017
In the Line of Ire (Lexi Graves Mysteries Book 13),Camilla Chafer,4.9 out of 5 stars, ,4.99,2019
Polar Bear Dawn: A Detective Bernadette Callahan Mystery (Detective Bernadette Callahan of the Royal Canadian Mounted Police Book 1),Lyle Nicholson,4.4 out of 5 stars, ,0.00,2013
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
Sleeping Dogs Don't Lie: An Animal Cozy Mystery (Albertus Eagle Detective Beagle Book 1),Chloe Grace,, ,0.00,2019
Change of Fortune (A Miss Fortune Mystery Book 11),Jana DeLeon,4.9 out of 5 stars, ,5.99,2018
Beyond Secrets~ The Art of Murder: A Madison Hart Mystery (Madison Hart Mysteries Book 1),DB Jones,4.1 out of 5 stars, ,0.00,2015
Murder Al Dente: The 9th Nikki Hunter mystery (Nikki Hunter mysteries),Nancy Skopin,4.8 out of 5 stars, ,0.00,2019
A Blooms~ Bones and Stones Cozy Mystery Boxed Set Books 1 to 6,Olivia Swift,4.6 out of 5 stars, ,0.00,2019
Saving Grace (Katie #1): A What Doesn't Kill You Romantic Mystery,Pamela Fagan Hutchins,4.3 out of 5 stars, ,0.00,2013
A Trace of Death (A Keri Locke Mystery--Book #1),Blake Pierce,4.5 out of 5 stars, ,0.00,2016
True Confections: An Amish Cupcake Cozy Mystery,Ruth Hartzler,4.7 out of 5 stars, ,0.00,2019
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
Her Final Breath Boxset: A Riveting Mystery Series,J.S Donovan,3.7 out of 5 stars, ,0.00,2019
Jabez: A Christian Inspirational Novella  Book 1.5 (After 2),Joy Ohagwu,4.4 out of 5 stars, ,0.00,2016
Waiter~ There's a Clue In My Soup! Five Mystery Stories,Camille LaGuire,3.6 out of 5 stars, ,0.00,2010
A BRIDGE UNBROKEN (A Miller's Creek Novel Book 5),Cathy Bryant,4.7 out of 5 stars, ,0.00,2014
Starboard Secrets: A Cruise Ship Cozy Mystery (Cruise Ship Christian Cozy Mysteries Series Book 1),Hope Callaghan,4.2 out of 5 stars, ,0.00,2015
The Tale Teller: A Leaphorn~ Chee & Manuelito Novel~ Book 4,,4.7 out of 5 stars, ,0.00,2019
Dark Falls (Dark Falls~ CO Romantic Thriller Book 1),Lori Ryan,4.4 out of 5 stars, ,0.00,2018
The Mystery of the Exploding Teeth: And Other Curiosities from the History of Medicine,Thomas Morris,4.6 out of 5 stars, ,17.10,2018
The mysteries of Huhlvan: Lilac,,, ,0.00,2019
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
The Chef,James Patterson,3.0 out of 5 stars, ,14.99,2019
The complete novels of Charles Dickens,Charles Dickens,4.6 out of 5 stars, ,0.00,
Friend of the Devil (The Bill Walton Mysteries),James Kirkland,5.0 out of 5 stars, ,16.99,2019
A Blooms~ Bones and Stones Cozy Mystery Boxed Set Books 1 to 6,Olivia Swift,4.6 out of 5 stars, ,0.00,2019
The Sleeping Girls: A Riveting Mystery,James Hunt,4.4 out of 5 stars, ,0.00,2019
Total Control,David Baldacci,4.5 out of 5 stars, ,7.99,2002
Past Crimes: A Compendium of Historical Mysteries,Ashley Gardner,4.3 out of 5 stars, ,0.00,2017
Dealing With The Duchess (Mayfair Book 1),JR Salisbury,4.0 out of 5 stars, ,0.00,2016
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
My Sister's Fear (A Slater Mystery Book 2),T.J. Jones,5.0 out of 5 stars, ,0.00,2019
Deadly Stillwater: A compelling crime thriller (Mac McRyan Mystery Series Book),Roger Stelljes,4.4 out of 5 stars, ,0.00,2014
Vegetables and Vengeance (Peridale Cafe Cozy Mystery Book 17),Agatha Frost,, ,0.99,2019
Killer Cruise: A Humorous Cruise Ship Cozy Mystery (Cruise Ship Cozy Mysteries Book 1),A.R. Winters,4.7 out of 5 stars, ,0.00,2019
Berried Alive (Apple Orchard Cozy Mystery Book 4),Chelsea Thomas,4.7 out of 5 stars, ,0.00,2019
Dealing With The Duchess (Mayfair Book 1),JR Salisbury,4.0 out of 5 stars, ,0.00,2016
Murder on Lot B (Starfire Cozy Mystery Book 1),London Lovett,4.2 out of 5 stars, ,0.99,2019
The Mystery of the Exploding Teeth: And Other Curiosities from the History of Medicine,Thomas Morris,4.6 out of 5 stars, ,17.10,2018
The Burning Issue of the Day (A Lady Hardcastle Mystery Book 5),T E Kinsey,, ,4.99,2019
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
A Murderous Ride: Bunburry - A Cosy Mystery Series 2,,4.2 out of 5 stars, ,0.00,2019
Hidden Entity (Sweetfern Harbor Mystery Book 14),Wendy Meadows,, ,2.99,2019
Tangerine Dream & Murder: An Oceanside Cozy Mystery Book 74,Susan Gillard,5.0 out of 5 stars, ,0.00,2019
The mysteries of Huhlvan: Lilac,,, ,0.00,2019
The Case of the Love Spell: A Hillcrest Witch Mystery (Hillcrest Witch Cozy Mystery Book 0),Amorette Anderson,4.7 out of 5 stars, ,0.00,2018
Murder at the Mousetrap: Bunburry - A Cosy Mystery Series 1,,4.1 out of 5 stars, ,0.00,2019
Sweet and Sassy Mysteries - 3 Book Series Box Set: Cozy Mystery Bundle,Maisie Dean,5.0 out of 5 stars, ,0.00,2019
Deadly Secrets: A Mapleton Mystery,Terry Odell,4.4 out of 5 stars, ,0.00,2011
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
My Sister's Fear (A Slater Mystery Book 2),T.J. Jones,5.0 out of 5 stars, ,0.00,2019
Obsidian Murder: A Violet Carlyle Cozy Historical Mystery (The Violet Carlyle Mysteries Book 8),Beth Byers,4.6 out of 5 stars, ,0.00,2019
THE BIRTHDAY MYSTERY an absolutely gripping whodunit,,4.0 out of 5 stars, ,7.20,2018
A Sudden Passing (A Rose Beckingham Murder Mystery Book 6),Blythe Baker,, ,4.99,2019
Silent Crime (Hangman Book 1),WL Knightly,4.1 out of 5 stars, ,0.00,2019
Reel of Fortune,,4.9 out of 5 stars, ,0.00,2019
Red Velvet and Revenge (Peridale Cafe Cozy Mystery),Agatha Frost,4.9 out of 5 stars, ,8.84,2019
The Murder in Stall #4 (Clara Young Series Book 1),Renee Marski,4.1 out of 5 stars, ,0.00,2019
Miss Spelled (The Kitchen Witch Book 1): Witch Cozy Mystery Series,Morgana Best,4.3 out of 5 stars, ,0.00,2015
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
Miss Sylvia's Stolen Bible: Kari Jacobs Lawyer Sleuth Cozy Mystery Series Book 1,Harper Harris,4.6 out of 5 stars, ,0.00,2018
Six Cats a Slayin' (Cat in the Stacks Mystery Book 10),Miranda James,4.6 out of 5 stars, ,12.99,2018
Sing Roses For Me (Max Allen Book 1),Ben Marney,4.6 out of 5 stars, ,0.00,2017
The Glenister Papers (The Rannoch Fraser Mysteries Book 17),Tracy Grant,, ,4.99,2019
Murder in Park Lane (The Detective Lavender Mysteries Book 5),Karen Charlton,4.9 out of 5 stars, ,0.00,2019
Murder on Trinity Place (A Gaslight Mystery),Victoria Thompson,, ,17.10,2019
Poisoned Pages (A Booktown Mystery Book 12),Lorna Barrett,4.5 out of 5 stars, ,12.99,2018
Divine Blindside: A Divine Cozy Mystery (Divine Christian Cozy Mysteries Series Book 3),Hope Callaghan,4.9 out of 5 stars, ,0.00,2019
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
My Sister's Fear (A Slater Mystery Book 2),T.J. Jones,5.0 out of 5 stars, ,0.00,2019
The Bloodstained Bride: A gripping mystery with suspense and romance (A Palmchat Islands Mystery Book 4),Rachel Woods,4.7 out of 5 stars, ,0.00,2019
The Mystery at Chadwick House,Kate Parker,4.3 out of 5 stars, ,2.99,2019
Summer of the Woods (The Virginia Mysteries),Steven K. Smith,4.7 out of 5 stars, ,9.99,2013
Ashley Crane Cozy Mystery Boxed Set,Laurie Anne Marie,4.6 out of 5 stars, ,0.00,2019
A Noël Killing (A Provençal Mystery),M. L. Longworth,, ,16.00,2019
Candy Apple Killer (Apple Orchard Cozy Mystery Book 3),Chelsea Thomas,4.6 out of 5 stars, ,0.00,2019
Cozy Mysteries Cookbook: Recipes from Hope Callaghan's Cozy Mystery Books,Hope Callaghan,4.2 out of 5 stars, ,0.00,2017
The Promise of Pain (Thomas Berrington Historical Mystery Book 7),David Penny,, ,3.99,2019
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Marriages and Murder (Hang Ten Australian Cozy Mystery Book 11),Stacey Alabaster,4.9 out of 5 stars, ,0.00,2019
The Birthday Murders (Sky High Pies Cozy Mysteries Book 26),Mary Maxwell,5.0 out of 5 stars, ,0.00,2019
A Dangerous Collaboration (A Veronica Speedwell Mystery Book 4),Deanna Raybourn,4.7 out of 5 stars, ,12.99,2019
Silent Bud Deadly (English Cottage Garden Mysteries ~ Book 2) (The English Cottage Garden Mysteries),H.Y. Hanna,4.9 out of 5 stars, ,0.00,2019
Word to the Wise (A Library Lover's Mystery Book 10),Jenn McKinlay,, ,12.99,2019
Blood Into Wine: A Dead Cold Mystery,Blake Banner,4.5 out of 5 stars, ,2.99,2019
Beatrice Young Cozy Cat Mysteries (The Collection~ Books 1-5),Alannah Rogers,4.6 out of 5 stars, ,11.99,2016
Tea Leaves~ Jealousy~ and Murder (A Sullivan Sisters Mystery Book 4),Jenna St. James,4.8 out of 5 stars, ,0.00,2019
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
My Sister's Fear (A Slater Mystery Book 2),T.J. Jones,5.0 out of 5 stars, ,0.00,2019
Ghostly Holiday (A Harper Harlow Mystery Book 11),Lily Harper Hart,5.0 out of 5 stars, ,0.00,2019
Secrets in a Bottle (A Whodunit Antiques Cozy Mystery Book 1),Shelly West,4.7 out of 5 stars, ,0.00,2019
A Family Affair (Glock Grannies Cozy Mystery Book 3),Shannon VanBergen,5.0 out of 5 stars, ,0.00,2019
Cruise Ship Cozy Mysteries Series: Boxed Set III (Books 7-9),Hope Callaghan,5.0 out of 5 stars, ,0.00,2018
His Hand In the Storm: Gray James Detective Murder Mystery and Suspense (Chief Inspector Gray James Detective Murder Mystery Series Book 1),Ritu Sethi,4.0 out of 5 stars, ,0.00,2018
Great Balls of Fury (Federal Bureau of Magic Cozy Mystery Book 1),Annabel Chase,4.5 out of 5 stars, ,0.00,2019
Lunacy Lake (Zoe Donovan Cozy Mystery  Book 32),Kathi Daley,, ,3.99,2019
Meow Means Murder: A Norwegian Forest Cat Café Cozy Mystery (Norwegian Forest Cat Café Cozy Mystery  Book 2),Jinty  James,4.7 out of 5 stars, ,2.99,2019
Rosie's Revenge (A Rosie's Family Mystery Book 1),,4.5 out of 5 stars, ,0.00,2014
Murder In The Dark: a gripping crime mystery full of twists,Betsy Reavley,4.0 out of 5 stars, ,0.00,2018
Father Brown (Complete Collection): 53 Murder Mysteries: The Scandal of Father Brown~ The Donnington Affair & The Mask of Midas…,G. K. Chesterton,5.0 out of 5 stars, ,0.99,2019
A Jazzy Little Murder: A Violet Carlyle Cozy Historical Mystery (The Violet Carlyle Mysteries Book 13),Beth Byers,, ,4.99,2019
Cold Lake (David Wolf Book 5),Jeff Carson,4.5 out of 5 stars, ,0.00,2014
Owl Be Home for Christmas: A Meg Langslow Mystery (Meg Langslow Mysteries),Donna Andrews,, ,22.49,2019
Murder Undeniable: a gripping murder mystery (Kat and Mouse Book 1),Anita Waller,4.3 out of 5 stars, ,0.00,2018
Very Special Forces (Lexi Graves Mysteries Book 12),Camilla Chafer,4.8 out of 5 stars, ,4.99,2018
A Berry Horrible Holiday: A Kylie Berry Cozy Mystery (Kylie Berry Mysteries Book 7),A.R. Winters,4.7 out of 5 stars, ,0.00,2019
Winter's Secret: Clean Wholesome Mystery and Romance (Northern Intrigue Book 1),Lyn Cote,4.4 out of 5 stars, ,0.00,2013
THE WINTER MYSTERY an absolutely gripping whodunit full of twists,,4.1 out of 5 stars, ,0.00,2018
The McHenry Inheritance (Quill Gordon Mystery Book 1),Michael Wallace,4.1 out of 5 stars, ,0.00,2012
Mind Your Manors (A Flamingo Realty Mystery Book 1),CeeCee James,4.5 out of 5 stars, ,0.00,2018
My Sister's Fear (A Slater Mystery Book 2),T.J. Jones,5.0 out of 5 stars, ,0.00,2019
Dead in the Water: A Cherringham Mystery 1,,4.5 out of 5 stars, ,0.00,2019
A Terminal Agenda (The Severance Series Book 1),Mark McKay,4.3 out of 5 stars, ,0.00,2015
Murder at the Luau: A Pet Portraits Cozy Mystery,Sandi Scott,4.8 out of 5 stars, ,8.99,2019
